loan_amount,annual_income,credit_score,employment_years,debt_to_income,num_credit_lines,num_delinquencies,loan_purpose,default
12577,131789,745,24,0.4,3,3,home,0
12763,22459,616,19,0.06,7,3,business,1
21176,48768,713,20,0.72,18,2,business,0
45386,83146,394,27,0.4,7,7,auto,0
25255,123577,524,8,0.64,16,5,personal,1
42003,70870,365,3,0.43,4,6,business,0
20996,127761,696,28,0.12,13,8,education,1
36386,123727,509,14,0.48,10,7,auto,1
22062,70460,773,2,0.75,2,2,education,0
36931,102970,789,22,0.07,19,3,auto,0
36710,80817,479,6,0.64,14,0,personal,1
35693,58247,823,23,0.21,6,3,home,0
36740,35419,758,19,0.33,13,8,auto,0
12705,120553,367,19,0.31,12,4,home,1
44408,55577,628,13,0.68,12,2,auto,0
29047,22921,501,13,0.4,12,1,personal,0
11966,24676,774,8,0.36,11,5,education,1
18374,105961,817,25,0.62,14,3,home,1
12138,120721,314,22,0.08,4,5,education,1
16935,69684,341,2,0.11,13,2,auto,1
46913,33463,842,28,0.07,8,2,auto,0
1489,148101,588,8,0.53,3,0,personal,1
45516,45474,832,28,0.42,14,8,auto,0
23260,60935,543,20,0.66,19,6,personal,1
27069,145534,473,3,0.4,18,8,auto,1
20275,87005,833,16,0.21,11,0,education,0
37284,145800,808,24,0.61,13,7,auto,0
40178,78596,543,5,0.26,6,1,home,1
33821,92828,359,15,0.7,18,2,business,1
17999,143649,403,26,0.23,1,0,home,0
39712,110945,602,17,0.17,2,6,home,0
41172,109062,376,12,0.4,7,4,personal,1
34722,75152,317,6,0.09,5,2,auto,0
11625,109001,833,2,0.08,19,3,education,0
2629,116491,483,5,0.4,2,9,auto,0
11973,112321,849,23,0.2,3,5,business,0
7859,106569,580,2,0.06,10,5,auto,0
42609,92467,587,28,0.26,10,1,business,0
44307,72576,824,27,0.38,8,6,business,0
46450,86627,773,11,0.33,9,1,home,0
37046,45772,566,4,0.14,2,8,business,1
22839,36363,656,29,0.46,3,1,business,0
28216,48490,300,21,0.55,16,4,education,0
19945,79004,326,16,0.52,4,7,personal,0
7539,142537,847,9,0.33,6,7,auto,0
34625,73806,459,6,0.15,13,3,education,0
5886,20260,698,3,0.4,6,6,personal,1
46713,95992,842,9,0.67,10,7,home,0
8485,42320,426,26,0.38,17,7,education,0
32455,98971,509,6,0.19,8,4,education,1
47448,147780,449,22,0.12,9,9,home,0
17767,62145,330,10,0.71,2,1,business,0
48165,83688,601,20,0.57,17,1,home,0
29453,68581,556,7,0.27,11,4,auto,1
11744,112561,356,7,0.26,18,3,home,1
38102,113645,308,4,0.68,3,3,education,0
13226,40754,304,4,0.17,9,2,home,0
28869,89837,413,6,0.42,8,8,auto,0
23588,27207,504,21,0.55,7,7,business,1
14440,47920,323,3,0.33,7,3,business,0
32709,107739,792,1,0.08,8,6,personal,1
48788,143746,705,23,0.21,5,7,personal,1
23495,134780,402,18,0.68,3,5,auto,1
38019,107081,359,1,0.42,19,1,personal,0
45948,44016,385,15,0.62,2,7,business,1
49908,116634,671,11,0.44,14,2,business,0
1922,80522,501,14,0.71,2,3,personal,1
28526,144231,388,9,0.69,10,3,home,0
8957,140896,736,22,0.39,10,6,business,0
49564,94092,419,25,0.27,17,7,personal,1
34998,74068,455,5,0.47,2,8,personal,1
44395,132099,698,23,0.52,1,0,auto,0
25031,40102,487,12,0.4,18,0,auto,0
11006,124429,351,29,0.63,4,6,business,0
38701,21924,830,5,0.18,1,3,education,0
48063,105015,779,22,0.28,17,9,personal,1
26939,124987,529,1,0.53,3,7,home,1
21324,74333,780,25,0.22,2,4,education,0
23867,104458,429,13,0.36,18,0,personal,0
1203,144176,354,17,0.72,4,1,education,0
17544,104196,570,5,0.49,3,9,personal,0
16899,66099,399,24,0.71,12,2,personal,0
30063,77346,368,29,0.56,16,1,education,1
26344,146372,598,18,0.56,11,8,auto,1
4748,95481,828,26,0.46,10,6,personal,1
40486,70062,653,25,0.15,19,1,business,0
2093,20306,451,13,0.41,10,6,education,0
16228,108495,629,29,0.23,3,9,auto,0
21884,89767,415,12,0.75,6,0,home,1
26183,124332,841,7,0.24,14,4,personal,0
17034,32207,622,4,0.21,12,4,personal,0
6710,59426,528,12,0.49,8,8,business,1
43500,26336,659,5,0.41,2,3,auto,0
20259,132200,304,21,0.06,9,3,personal,0
36959,95166,327,26,0.14,14,5,auto,1
34457,37256,663,27,0.62,1,1,personal,1
21143,119445,761,25,0.39,3,9,home,0
3103,69817,530,26,0.15,6,5,business,0
1365,126704,694,28,0.38,13,6,home,0
47778,53719,570,18,0.23,11,3,home,0
45535,62017,603,10,0.21,15,9,education,0
17103,65704,682,26,0.72,18,8,home,0
33510,50013,327,15,0.3,19,4,business,0
25476,99991,818,4,0.08,19,2,business,0
13742,90258,498,11,0.73,6,8,personal,1
13391,98348,381,16,0.61,15,0,home,0
37940,115812,387,1,0.23,14,7,auto,1
29901,56776,689,9,0.34,5,0,education,0
33001,30060,750,14,0.65,11,9,education,0
16623,98592,732,18,0.3,13,7,education,1
3378,26655,673,19,0.45,13,4,business,1
22372,108110,734,28,0.42,4,6,business,0
45799,69923,486,24,0.33,9,7,personal,1
39437,98563,689,16,0.5,13,0,home,0
36503,24030,517,18,0.38,8,0,business,1
31746,109779,407,18,0.06,11,6,education,1
28923,53289,849,12,0.62,19,0,business,0
10867,39739,648,12,0.13,1,3,home,0
42258,119704,821,15,0.37,9,5,business,0
34724,149157,325,21,0.46,2,1,home,0
10306,130234,347,20,0.54,4,9,personal,0
40391,81687,669,2,0.34,4,4,business,0
15908,56491,313,3,0.56,1,9,home,0
28081,115549,486,26,0.14,18,9,home,0
38228,92115,823,6,0.51,14,9,auto,1
24386,137935,578,2,0.63,13,5,personal,1
47754,103778,640,8,0.67,8,4,business,0
46406,24781,627,7,0.46,6,9,auto,0
29302,40448,324,28,0.27,17,7,business,1
20212,131177,828,17,0.16,11,3,education,0
36618,71550,725,20,0.29,15,7,education,0
47067,69294,328,13,0.43,7,2,home,1
11698,41446,622,19,0.19,8,6,auto,1
5594,96579,612,27,0.72,11,4,home,1
26525,105389,569,28,0.68,2,4,home,1
15282,134679,594,4,0.07,11,5,home,1
15334,105615,522,2,0.44,14,4,education,1
30179,37101,374,9,0.6,13,0,home,1
7644,86178,401,10,0.22,8,8,home,1
36618,48016,831,16,0.42,12,3,home,0
48701,38932,472,7,0.33,9,4,home,0
33933,64653,303,8,0.19,10,0,auto,0
44469,110481,778,7,0.48,11,2,business,0
34687,72802,694,19,0.75,11,2,auto,0
42073,27549,466,27,0.31,16,7,personal,1
18375,98933,599,1,0.44,18,7,auto,1
49483,45362,417,3,0.28,9,8,personal,1
31926,67842,811,29,0.66,3,9,education,1
37607,66539,474,15,0.66,4,6,business,1
18642,53717,458,8,0.18,19,5,home,0
24993,74596,683,25,0.68,10,7,personal,1
45386,135209,526,8,0.16,13,2,education,0
47287,43016,337,20,0.12,1,9,business,0
22188,75200,762,4,0.51,12,9,personal,1
33596,100268,730,25,0.32,11,9,education,0
28772,80287,403,2,0.42,5,7,home,1
31857,135042,492,13,0.51,2,2,education,0
11776,147922,549,14,0.09,17,1,education,1
33835,112447,312,5,0.26,17,8,home,1
10788,103402,687,15,0.37,15,0,personal,0
6660,62607,370,22,0.24,4,9,education,0
5478,47621,737,27,0.08,11,9,home,0
9210,32823,343,9,0.11,1,1,personal,1
11922,49986,571,13,0.61,10,6,home,1
37289,141682,313,11,0.69,18,0,auto,1
34340,84325,670,8,0.16,15,4,personal,0
40850,136903,411,22,0.22,19,8,auto,0
39163,147925,678,18,0.51,4,8,education,0
49175,139404,613,11,0.72,6,3,education,1
19642,77771,714,12,0.26,2,9,education,0
12094,74973,784,22,0.65,13,1,personal,0
23423,137225,468,12,0.4,2,8,business,1
34418,34690,545,16,0.72,13,3,personal,1
6741,59107,565,1,0.15,15,2,personal,0
47049,77888,542,19,0.73,18,2,business,0
7838,30956,599,22,0.36,11,6,personal,1
4262,106839,626,8,0.72,5,1,auto,0
5996,76227,829,20,0.37,14,4,business,0
45594,56533,641,7,0.42,16,1,business,0
23164,115210,548,6,0.61,14,6,auto,0
36595,143538,679,4,0.56,9,6,business,0
31257,76234,831,28,0.48,6,2,business,0
15211,121131,680,18,0.34,9,2,auto,0
31453,87594,341,2,0.6,5,7,home,1
6232,76901,644,12,0.71,11,6,home,1
3217,31519,560,5,0.06,12,3,home,0
25229,51115,605,25,0.46,17,1,auto,0
15232,86266,539,10,0.66,6,2,education,1
26613,21832,612,3,0.51,6,2,personal,0
15026,61368,740,2,0.61,15,4,business,1
29554,108425,432,3,0.68,17,6,auto,1
31908,133922,350,2,0.58,3,3,personal,0
20610,125474,691,12,0.55,19,0,auto,1
47646,89715,822,14,0.73,2,2,business,1
40605,91835,807,11,0.65,9,2,education,0
8031,93366,653,14,0.62,9,0,auto,0
48574,129743,694,25,0.11,7,7,personal,0
26515,57570,395,10,0.22,16,3,personal,0
37484,107977,405,10,0.44,6,4,business,1
37182,26615,812,12,0.55,9,2,home,1
1570,92298,541,11,0.26,13,3,business,1
33254,58311,787,5,0.12,2,0,business,0
20288,110245,814,28,0.27,14,3,home,0
14288,123187,360,22,0.59,5,1,education,1
30877,43434,715,19,0.66,11,9,auto,1
19889,106879,593,18,0.69,15,5,personal,1
1917,35739,601,18,0.32,6,1,auto,0
11066,86202,469,26,0.31,6,8,auto,0
30504,118580,340,2,0.33,16,1,personal,0
7982,113419,530,15,0.31,4,3,home,0
40104,99599,708,8,0.52,5,3,personal,1
19062,53649,596,26,0.3,6,0,home,0
17999,120364,754,26,0.06,13,6,home,0
10941,67445,356,13,0.36,14,0,business,1
24470,136770,539,29,0.21,13,7,education,1
46148,59470,475,27,0.07,10,2,business,0
22133,94965,362,2,0.38,17,7,education,1
45435,145332,437,2,0.19,18,7,home,0
5529,68621,753,23,0.37,7,9,business,0
18519,149681,748,19,0.24,4,9,auto,0
13192,52926,525,6,0.47,16,4,personal,0
9566,149979,742,18,0.74,10,2,personal,1
8226,134300,505,23,0.43,19,8,personal,0
38930,57997,326,2,0.5,3,0,education,0
22259,79940,756,20,0.69,19,0,personal,0
35087,60724,406,0,0.31,13,1,education,0
2141,117805,743,11,0.17,8,9,education,0
5627,51704,335,20,0.25,18,5,education,0
48269,142202,454,5,0.33,19,1,auto,0
3690,48391,468,6,0.5,18,3,home,0
41091,83291,571,1,0.05,19,5,auto,0
4255,109723,846,17,0.65,4,1,home,0
6213,130870,719,29,0.1,13,3,auto,0
37876,22526,483,24,0.68,12,6,education,1
20404,44686,536,14,0.71,15,0,home,1
26380,93339,808,14,0.74,15,8,personal,0
26520,118204,740,9,0.62,10,9,auto,1
20173,26574,421,16,0.15,19,9,home,0
24989,28733,716,17,0.54,8,6,personal,0
43570,70290,834,17,0.19,19,8,business,1
25519,92793,674,28,0.68,9,6,education,0
23439,56051,625,14,0.27,7,0,auto,0
12413,35909,779,25,0.28,8,6,auto,0
15995,109682,449,22,0.69,9,8,business,1
24559,97338,789,5,0.06,17,7,home,1
46351,93432,452,8,0.19,15,3,auto,0
24513,147335,316,10,0.35,16,4,auto,1
6021,48133,647,14,0.54,7,2,auto,0
33464,71571,758,22,0.5,10,9,auto,0
22119,99062,501,2,0.52,19,9,business,1
30299,70908,722,18,0.67,6,1,education,1
40350,31278,579,0,0.13,12,2,auto,1
47223,131546,721,23,0.42,15,6,business,1
26517,71458,764,16,0.56,10,7,personal,0
14117,84265,654,10,0.5,18,1,auto,0
23250,76782,677,29,0.36,4,8,home,0
19950,75415,423,17,0.06,11,3,business,0
18359,111087,379,10,0.09,5,1,home,0
24596,74160,532,27,0.13,13,6,education,1
26530,74399,779,6,0.29,10,1,personal,0
2262,45298,453,0,0.13,7,6,home,0
41150,120874,708,11,0.35,11,7,auto,0
23615,42191,330,3,0.18,4,8,business,1
4327,76964,802,24,0.6,4,0,personal,0
30768,53092,670,7,0.66,5,1,business,0
29850,109407,622,14,0.32,9,1,personal,0
43788,95257,631,10,0.41,1,6,home,0
17848,123949,542,29,0.72,16,5,education,1
47830,82513,729,28,0.42,5,8,business,0
40542,71097,481,7,0.75,5,2,auto,0
16160,50279,772,11,0.15,7,7,business,1
34998,34404,675,2,0.65,8,4,education,0
28230,90022,380,20,0.4,19,4,home,0
10076,55198,849,3,0.07,1,9,auto,1
4805,114223,719,26,0.73,18,4,auto,0
32085,138198,766,11,0.73,11,7,home,1
15715,69997,727,7,0.32,16,6,business,0
6750,98692,356,26,0.72,11,6,auto,1
49395,20567,621,22,0.15,9,3,business,0
14232,81032,841,29,0.53,7,5,business,0
36903,22179,794,22,0.18,15,0,home,0
7953,22019,565,9,0.22,11,5,education,1
33093,101455,526,25,0.6,19,4,education,1
26500,105239,353,22,0.31,7,0,business,0
23418,38704,303,0,0.05,16,0,home,1
35314,38030,738,12,0.34,3,2,education,0
49225,146883,609,6,0.21,16,3,business,0
23449,89445,388,19,0.53,8,0,auto,1
18478,93551,619,27,0.19,10,9,auto,1
36179,23420,674,2,0.64,9,6,personal,0
47881,79875,800,28,0.24,3,1,personal,0
26338,67653,533,15,0.33,7,3,personal,0
27899,36740,636,11,0.26,8,8,education,0
5145,85263,484,28,0.5,3,7,auto,1
33101,125789,737,4,0.12,16,1,auto,0
3775,115864,479,17,0.38,14,8,education,1
46961,84559,375,7,0.28,7,0,auto,0
32647,39465,571,11,0.67,4,5,auto,1
46619,71432,354,27,0.1,6,2,business,0
46838,24131,376,24,0.63,7,0,auto,0
20539,30652,595,20,0.17,12,7,business,0
37738,84973,518,2,0.11,7,5,personal,0
27616,107043,576,15,0.19,1,3,home,1
15119,67147,565,9,0.12,18,2,business,0
26159,67671,342,22,0.41,11,9,auto,0
38099,134217,660,16,0.74,11,1,personal,0
11295,109342,527,9,0.07,17,4,home,1
35710,39171,526,2,0.37,12,7,home,0
25685,106129,362,24,0.32,19,7,personal,0
26479,148748,470,1,0.29,18,2,personal,1
47172,75692,606,26,0.28,13,8,home,1
34629,78541,333,13,0.68,10,9,home,0
43043,29470,429,8,0.06,19,4,auto,1
18033,135153,693,26,0.59,4,6,business,1
37902,81344,450,16,0.23,15,8,business,0
45571,64308,683,3,0.32,18,6,home,1
16408,70639,316,27,0.34,1,9,home,0
18420,41326,313,25,0.26,19,2,education,0
17351,24597,380,28,0.12,2,1,home,0
5131,122840,506,21,0.13,10,6,business,0
45825,50788,503,14,0.26,18,9,auto,0
12349,85020,678,12,0.63,4,7,education,1
45254,69477,843,22,0.14,10,3,business,0
39225,128261,322,18,0.57,4,0,auto,0
39847,122466,461,8,0.25,18,5,education,1
13453,53071,443,3,0.67,4,8,education,0
19814,90603,403,20,0.35,15,3,education,1
19263,81923,681,7,0.17,18,2,education,0
13158,90560,754,27,0.74,9,5,education,0
16735,93251,716,14,0.17,17,5,education,0
16830,144320,623,13,0.45,3,3,personal,0
48893,77492,470,2,0.45,13,6,auto,0
45673,51770,573,23,0.31,7,1,business,0
24926,96762,751,29,0.72,14,0,home,0
46066,55399,424,29,0.64,6,5,business,0
35779,141079,682,26,0.63,14,2,personal,0
4373,98948,616,16,0.73,14,2,personal,1
11335,133341,406,7,0.37,14,0,education,0
24741,77439,762,13,0.12,18,1,personal,0
11692,64415,729,12,0.59,9,2,business,1
48295,32569,636,14,0.32,12,0,personal,0
46541,22369,795,10,0.18,14,7,business,0
35057,129963,661,26,0.39,16,5,education,0
2447,117557,731,14,0.7,2,8,education,1
20583,20528,819,11,0.17,16,0,personal,0
23765,128806,705,25,0.64,18,3,home,0
24906,50314,676,23,0.34,9,3,education,0
20567,122979,451,21,0.15,8,4,auto,0
15139,38047,621,20,0.64,1,1,auto,1
47525,39748,513,8,0.73,5,0,education,0
39230,55109,364,21,0.25,7,8,personal,0
20520,33919,569,14,0.26,10,4,education,1
20702,67498,836,0,0.32,11,7,personal,0
26566,75808,399,11,0.62,12,2,business,1
8657,100792,404,5,0.06,1,3,home,0
38688,90441,430,0,0.21,6,3,home,0
31134,133843,688,21,0.54,4,5,business,0
11345,133559,620,18,0.33,3,3,business,0
42185,94420,737,21,0.28,4,4,business,0
28413,48906,318,12,0.66,6,4,home,1
6208,127447,524,5,0.69,5,7,education,0
34455,91486,759,16,0.71,9,8,auto,1
29018,86896,693,12,0.24,4,7,personal,0
46991,123431,525,8,0.69,14,4,auto,1
9080,41946,659,7,0.57,15,5,personal,1
22902,67020,729,14,0.16,4,3,home,0
10486,94266,314,17,0.48,14,1,education,0
39862,143699,845,1,0.07,10,4,auto,1
22158,42161,713,20,0.55,7,0,business,0
41460,47738,654,25,0.56,18,0,business,1
44856,23925,756,1,0.6,15,0,business,0
36871,28463,830,10,0.17,8,3,auto,0
36208,77153,495,0,0.49,9,4,education,1
21519,102948,414,17,0.18,5,3,education,0
32379,81009,716,20,0.71,6,5,business,1
29378,107938,651,26,0.52,12,1,auto,1
40892,119546,374,25,0.12,7,4,business,0
15031,111253,335,29,0.18,7,5,personal,1
15536,61552,541,6,0.51,15,4,personal,1
1446,76271,362,20,0.38,19,5,auto,0
37683,29797,808,16,0.57,13,7,personal,0
49555,106130,487,15,0.25,18,1,home,1
18618,91942,392,6,0.51,10,6,home,0
7587,138065,304,21,0.17,8,5,home,1
32480,33965,737,6,0.43,11,9,personal,0
33994,33733,465,1,0.72,8,7,education,1
21527,73223,745,4,0.49,8,8,home,0
24569,147182,324,13,0.08,15,7,business,0
12151,146574,807,7,0.74,2,4,education,1
6558,46926,397,28,0.16,13,3,auto,0
45739,48783,567,11,0.55,18,2,personal,1
33954,103360,692,6,0.42,12,9,business,0
48448,56394,584,5,0.26,8,8,auto,0
48327,128378,408,12,0.17,17,6,personal,0
44837,84796,326,21,0.17,6,0,personal,1
36303,48287,354,11,0.65,16,2,business,1
35700,102104,432,16,0.66,14,2,personal,0
28500,50436,351,15,0.38,10,5,personal,1
3032,106916,792,0,0.12,2,1,personal,0
2252,110332,597,6,0.67,13,3,education,0
6509,93567,698,2,0.39,1,1,home,0
38842,107483,317,5,0.36,18,4,business,1
14900,23188,545,27,0.34,14,3,education,0
15523,111205,802,20,0.31,3,3,business,0
2881,121249,388,2,0.42,15,3,education,1
34037,117349,502,21,0.47,9,3,personal,0
2630,26765,539,2,0.38,13,4,personal,0
21789,71626,789,7,0.68,5,1,education,1
23523,108707,312,13,0.27,5,5,personal,0
18958,30807,614,22,0.45,2,0,home,0
47151,30204,497,8,0.26,1,9,business,0
49920,112602,542,4,0.58,17,1,personal,1
44852,77944,806,27,0.12,19,2,auto,0
2695,62120,342,14,0.18,17,1,education,0
15821,122903,629,16,0.61,9,2,education,0
4262,42658,728,26,0.18,10,7,personal,1
2445,57081,461,9,0.49,15,2,education,0
17436,145615,734,26,0.73,13,9,auto,1
10949,54986,532,7,0.42,17,0,education,0
24963,99322,410,17,0.18,7,7,auto,1
30932,114819,531,5,0.27,4,7,education,0
7901,70304,572,16,0.63,3,6,education,0
34487,85592,340,21,0.3,1,3,auto,0
9597,78548,765,3,0.56,7,4,business,1
7855,130837,376,20,0.59,5,9,home,0
19678,118447,789,14,0.4,17,5,auto,0
9263,59986,416,9,0.6,17,5,home,1
48288,94095,733,22,0.27,15,6,education,0
26805,111594,318,12,0.41,3,3,business,0
27143,108281,495,21,0.53,3,7,auto,0
12874,86151,750,0,0.17,2,1,business,0
28529,93598,724,24,0.24,8,8,auto,1
21866,48214,693,21,0.51,13,5,personal,0
15079,129824,583,21,0.51,6,0,auto,1
8243,58745,333,8,0.4,5,0,home,0
30872,129723,594,27,0.61,13,7,personal,1
10018,62548,550,25,0.39,1,9,education,1
13100,30681,638,4,0.67,18,9,auto,0
20800,26984,739,10,0.57,7,6,home,0
27910,47579,479,21,0.27,17,2,education,1
30437,110810,527,21,0.33,8,7,home,0
38588,123275,322,22,0.52,19,7,education,1
12001,74933,626,24,0.68,16,6,auto,0
47675,47399,453,20,0.18,14,4,business,0
20942,51481,445,20,0.41,10,7,education,1
21862,20944,551,3,0.13,2,4,business,1
12669,113993,601,25,0.25,16,0,education,0
16916,29114,369,19,0.53,13,7,business,1
11878,59846,842,15,0.1,5,6,auto,0
3985,103666,392,27,0.51,18,6,home,1
33369,97848,462,23,0.68,11,1,auto,0
9112,145733,380,28,0.73,5,2,education,1
42235,52596,362,17,0.2,13,2,personal,0
19931,124087,735,25,0.57,1,9,home,0
28340,95287,347,7,0.7,6,5,business,1
1336,26907,744,1,0.11,11,5,home,0
43933,143963,373,16,0.34,10,2,home,0
20363,48114,841,9,0.69,1,4,auto,1
46536,45009,456,12,0.19,16,8,education,1
4968,104846,786,14,0.7,13,6,auto,1
34678,70241,565,8,0.42,16,8,education,0
49400,55725,555,26,0.12,15,1,personal,0
17279,38996,338,7,0.36,7,9,auto,0
4129,26047,354,5,0.28,14,9,personal,0
39215,124553,327,3,0.25,11,0,education,0
39897,48767,417,17,0.43,13,1,home,0
6850,36347,669,23,0.39,5,5,personal,1
21588,122063,508,2,0.39,18,9,personal,1
41214,44102,615,25,0.11,3,6,education,0
12949,24263,692,3,0.61,12,7,education,0
9519,128585,743,20,0.39,7,5,auto,1
27375,87438,558,12,0.62,15,5,auto,1
34082,116359,497,19,0.63,1,2,education,0
12737,50540,744,10,0.27,19,8,personal,0
2134,120871,604,7,0.05,10,1,business,0
11938,95726,638,24,0.69,14,4,auto,0
25486,83769,828,13,0.58,15,2,education,1
49356,60843,353,13,0.13,2,0,business,0
27096,47690,411,15,0.54,17,1,business,0
42115,22994,718,13,0.06,10,5,business,0
6592,123533,604,0,0.07,5,9,business,1
19108,87546,737,1,0.42,6,0,home,0
18270,27377,384,27,0.12,6,1,auto,1
28649,98572,823,19,0.73,6,9,business,0
11997,46467,551,0,0.68,14,4,business,1
34489,135518,425,10,0.5,13,0,education,1
10104,20048,704,5,0.09,13,9,education,0
1870,56978,603,14,0.28,10,3,home,0
29684,135866,327,11,0.31,16,4,business,0
40519,140456,565,4,0.39,7,4,home,0
35524,67606,351,28,0.17,3,4,education,1
31957,101574,810,22,0.45,15,9,auto,0
34885,118112,506,11,0.36,5,8,personal,1
45369,93414,810,21,0.71,8,8,personal,1
36596,113145,500,13,0.71,5,4,home,1
30866,69222,583,13,0.45,2,5,education,1
31676,68115,656,18,0.5,19,7,personal,0
48764,109606,346,4,0.15,11,6,business,1
14878,60647,436,2,0.21,11,5,auto,1
40760,74607,429,24,0.68,3,3,education,0
28559,77410,494,17,0.54,13,2,home,1
47546,41996,663,5,0.18,19,3,education,0
7771,74921,731,8,0.45,15,2,auto,0
17526,103697,368,25,0.7,6,7,education,0
30896,66022,757,6,0.29,13,5,home,0
32923,60148,839,20,0.18,18,5,business,0
37203,87764,634,17,0.71,18,0,education,0
40390,111901,825,1,0.37,1,4,home,0
13852,110724,315,19,0.34,11,7,business,1
48574,144766,755,9,0.24,16,1,personal,0
44391,128118,809,11,0.67,1,2,education,1
2848,28888,508,1,0.64,19,8,business,1
32027,108666,457,27,0.33,8,3,personal,0
36464,59159,636,12,0.07,19,9,education,0
35485,62197,540,28,0.36,16,4,education,0
20456,104326,357,7,0.18,3,6,auto,1
10259,110360,604,25,0.15,2,4,education,1
36554,118941,644,22,0.33,12,1,education,0
47922,44474,313,6,0.12,10,6,business,1
14409,37333,658,2,0.72,2,5,home,1
4791,128400,676,22,0.08,5,8,auto,0
26864,56355,542,7,0.33,5,1,education,1
37639,119415,444,20,0.16,6,1,business,0
35574,149686,714,0,0.53,3,7,business,1
18888,93903,693,14,0.11,10,9,home,0
20692,86258,657,0,0.43,5,0,personal,1
24501,51145,457,11,0.59,5,7,education,1
14304,138530,317,10,0.72,15,4,personal,1
28527,138362,646,15,0.54,17,0,home,1
19074,123170,357,29,0.12,17,9,business,1
16549,95675,454,3,0.11,18,0,personal,1
30963,69854,786,1,0.56,10,5,home,1
26920,87664,830,22,0.2,7,9,personal,0
31826,127422,786,28,0.36,11,1,business,0
37071,106153,450,2,0.73,14,1,education,1
17061,113616,658,27,0.62,9,0,auto,1
29810,55285,667,3,0.64,17,0,business,1
48966,145277,346,24,0.65,2,3,personal,1
23800,37533,506,17,0.48,17,4,education,1
44423,52624,749,11,0.57,17,3,auto,1
42692,66996,782,23,0.3,10,5,home,1
10940,66947,442,0,0.75,12,7,education,1
4924,47956,699,2,0.25,12,1,business,0
29054,71030,396,3,0.46,15,0,personal,1
10783,78597,346,29,0.25,9,1,auto,1
38253,62443,490,5,0.13,18,9,education,1
46397,148344,439,16,0.45,16,5,auto,0
14233,118613,530,29,0.3,7,3,auto,0
46669,85464,639,7,0.46,14,6,education,1
25484,148019,790,17,0.44,4,1,personal,0
26068,23952,348,15,0.43,3,0,home,0
1191,76880,752,20,0.14,12,4,education,0
26074,72201,615,5,0.36,16,8,home,0
5917,140454,621,23,0.62,4,5,auto,0
39599,144444,386,18,0.27,4,5,auto,1
26832,132175,773,27,0.36,3,0,personal,0
43928,62460,581,24,0.4,9,0,education,0
21706,42796,373,27,0.65,14,3,education,0
14682,51746,752,20,0.51,12,1,business,0
27762,106785,346,7,0.12,10,2,personal,1
24383,20015,395,3,0.66,14,5,education,0
28796,69757,330,27,0.63,12,9,auto,1
24666,45957,833,8,0.58,12,0,personal,0
26662,101541,316,7,0.38,2,9,business,1
46159,41292,511,20,0.58,19,1,business,1
35642,142694,534,18,0.39,13,3,auto,0
42830,51876,691,0,0.57,10,5,education,0
38531,80727,653,20,0.67,1,2,auto,0
11234,67046,604,20,0.67,1,8,business,0
10221,34817,849,3,0.37,8,9,personal,0
12410,111006,839,9,0.65,6,3,education,0
15519,29759,808,25,0.12,3,6,auto,1
2051,68432,694,7,0.12,13,4,education,0
45993,26412,730,2,0.43,12,5,personal,0
10765,77757,476,11,0.51,16,8,business,1
12382,40504,705,25,0.16,11,8,auto,0
13580,128500,600,8,0.38,4,5,business,0
33323,28507,744,2,0.12,8,1,auto,0
45757,41050,426,3,0.47,7,8,education,1
12939,24820,648,5,0.65,16,1,home,1
30964,27835,320,8,0.57,12,1,auto,0
1307,113167,719,25,0.31,6,1,auto,0
4359,120153,451,1,0.75,6,6,business,1
30648,33587,459,1,0.51,11,3,home,0
36944,120257,779,17,0.62,12,7,home,1
35019,77732,742,20,0.52,16,7,home,0
39134,71921,395,21,0.74,16,0,home,0
28323,65499,651,2,0.62,16,0,personal,1
7226,137734,374,2,0.41,4,3,education,1
22689,142282,658,17,0.31,12,1,auto,0
31971,26840,432,26,0.53,5,2,education,0
26954,123370,699,5,0.46,9,9,education,0
25423,85077,438,0,0.49,18,1,education,0
31391,51440,545,24,0.29,9,9,education,0
15330,55183,590,14,0.35,16,8,personal,0
5891,116172,411,10,0.44,1,5,business,0
5992,22389,469,9,0.64,5,6,personal,0
2961,75076,539,3,0.58,19,5,auto,1
13497,134515,636,13,0.13,3,0,home,0
33551,143183,437,1,0.22,1,4,business,1
11848,86299,535,12,0.07,14,2,auto,0
14255,109461,302,15,0.06,18,9,home,0
5567,112085,415,11,0.21,8,7,personal,1
49847,135503,771,21,0.61,14,6,education,1
40281,59023,430,4,0.68,13,8,auto,1
49003,70029,782,18,0.32,16,0,education,0
21389,59941,700,28,0.44,9,1,education,0
45523,108993,500,2,0.54,7,1,education,1
44919,73950,591,20,0.72,3,0,business,0
17567,141677,641,19,0.69,1,7,home,0
4358,106959,515,20,0.09,8,3,education,0
23999,96054,665,1,0.22,14,6,auto,0
43358,145309,768,26,0.08,13,9,business,0
11988,85363,717,16,0.48,7,0,home,0
41446,128556,326,20,0.55,13,7,auto,0
32521,81742,754,10,0.27,7,7,business,0
6698,144459,313,0,0.65,5,9,business,1
2273,117896,397,18,0.37,4,2,home,0
28543,65215,578,7,0.75,4,8,education,0
32349,145081,789,10,0.05,6,4,auto,1
12241,67857,506,7,0.13,14,4,personal,0
10497,75476,532,24,0.26,3,4,education,0
